sample_id,file_id,wl_code,poco,tipo_amostra,direcao_amostra,numero_testo,profundidade,porosidade,densidade,permeabilidade_long,pressao_conf,data_inicio_poco,fluido_deslocante,fluido_deslocado,permeabilidade_absoluta,pressao,saturacao,metodo,curva,coeficiente_litologico,coeficiente_cimentacao,expoente_saturacao,unidade,fluxo_fracionario,permeabilidade_fluido_deslocante,permeabilidade_fluido_deslocado,kg_abs,saturacao_agua
262,6033572.0,WL000774006,Well D,P,VH1,1,3729.74,32.3,2.65,281.0,2200.0,,,,,,,,,,,,,,,,,
338,6033572.0,WL000774006,Well D,P,VH1,1,3730.16,20.9,2.61,8.62,2200.0,,,,,,,,,,,,,,,,,
361,6033572.0,WL000774006,Well D,P,VV1,1,3730.25,22.1,2.62,5.57,2200.0,,,,,,,,,,,,,,,,,
278,6033572.0,WL000774006,Well D,P,VH1,2,3730.71,22.9,2.63,13.0,2200.0,,,,,,,,,,,,,,,,,
236,6033572.0,WL000774006,Well D,P,VH1,2,3731.59,28.8,2.65,18.1,2200.0,,,,,,,,,,,,,,,,,
360,6033572.0,WL000774006,Well D,P,VH1,2,3731.95,22.4,2.81,23.7,2200.0,,,,,,,,,,,,,,,,,
168,6033572.0,WL000774006,Well D,P,VV1,2,3732.02,28.8,2.69,125.0,2200.0,,,,,,,,,,,,,,,,,
206,6033572.0,WL000774006,Well D,P,VH1,2,3732.25,30.2,2.65,413.0,2200.0,,,,,,,,,,,,,,,,,
315,6033572.0,WL000774006,Well D,P,VH1,2,3732.45,29.4,2.65,677.0,2200.0,,,,,,,,,,,,,,,,,
205,6033572.0,WL000774006,Well D,P,VH1,2,3733.07,27.2,2.64,239.0,2200.0,,,,,,,,,,,,,,,,,
167,6033572.0,WL000774006,Well D,P,VH1,2,3733.36,27.7,2.65,483.0,2200.0,,,,,,,,,,,,,,,,,
166,6033572.0,WL000774006,Well D,P,VH1,2,3733.65,27.5,2.64,491.0,2200.0,,,,,,,,,,,,,,,,,
165,6033572.0,WL000774006,Well D,P,VV1,2,3733.73,27.9,2.65,595.0,2200.0,,,,,,,,,,,,,,,,,
261,6033572.0,WL000774006,Well D,P,VH1,2,3734.22,26.1,2.64,368.0,2200.0,,,,,,,,,,,,,,,,,
235,6033572.0,WL000774006,Well D,P,VH1,2,3734.51,26.8,2.65,468.0,2200.0,,,,,,,,,,,,,,,,,
260,6033572.0,WL000774006,Well D,P,VV1,2,3734.59,26.5,2.65,340.0,2200.0,,,,,,,,,,,,,,,,,
204,6033572.0,WL000774006,Well D,P,VH1,2,3734.93,24.2,2.66,309.0,2200.0,,,,,,,,,,,,,,,,,
359,6033572.0,WL000774006,Well D,P,VH1,2,3735.38,23.7,2.65,89.7,2200.0,,,,,,,,,,,,,,,,,
164,6033572.0,WL000774006,Well D,P,VV1,2,3735.47,23.0,2.66,205.0,2200.0,,,,,,,,,,,,,,,,,
203,6033572.0,WL000774006,Well D,P,VH1,2,3735.71,23.1,2.66,206.0,2200.0,,,,,,,,,,,,,,,,,
277,6033572.0,WL000774006,Well D,P,VH1,2,3735.95,22.7,2.66,195.0,2200.0,,,,,,,,,,,,,,,,,
259,6033572.0,WL000774006,Well D,P,VH1,2,3736.24,22.8,2.67,214.0,2200.0,,,,,,,,,,,,,,,,,
234,6033572.0,WL000774006,Well D,P,VV1,2,3736.32,22.6,2.67,214.0,2200.0,,,,,,,,,,,,,,,,,
337,6033572.0,WL000774006,Well D,P,VH1,2,3736.62,23.3,2.73,160.0,2200.0,,,,,,,,,,,,,,,,,
202,6033572.0,WL000774006,Well D,P,VH1,2,3736.92,25.0,2.66,413.0,2200.0,,,,,,,,,,,,,,,,,
201,6033572.0,WL000774006,Well D,P,VH1,2,3737.14,24.5,2.65,363.0,2200.0,,,,,,,,,,,,,,,,,
200,6033572.0,WL000774006,Well D,P,VV1,2,3737.22,22.8,2.4,445.0,2200.0,,,,,,,,,,,,,,,,,
258,6033572.0,WL000774006,Well D,P,VH1,2,3737.5,24.7,2.71,295.0,2200.0,,,,,,,,,,,,,,,,,
233,6033572.0,WL000774006,Well D,P,VH1,2,3737.69,23.9,2.65,265.0,2200.0,,,,,,,,,,,,,,,,,
163,6033572.0,WL000774006,Well D,P,VH1,2,3738.01,23.9,2.65,290.0,2200.0,,,,,,,,,,,,,,,,,
257,6033572.0,WL000774006,Well D,P,VV1,2,3738.09,23.5,2.65,264.0,2200.0,,,,,,,,,,,,,,,,,
358,6033572.0,WL000774006,Well D,P,VH1,2,3738.64,25.1,2.71,412.0,2200.0,,,,,,,,,,,,,,,,,
314,6033572.0,WL000774006,Well D,P,VH1,2,3738.93,24.5,2.65,363.0,2200.0,,,,,,,,,,,,,,,,,
232,6033572.0,WL000774006,Well D,P,VV1,2,3739.01,24.3,2.65,213.0,2200.0,,,,,,,,,,,,,,,,,
313,6033572.0,WL000774006,Well D,P,VH1,2,3739.82,1.6,2.69,0.107,2200.0,,,,,,,,,,,,,,,,,
336,6033572.0,WL000774006,Well D,P,VH1,2,3740.22,27.1,2.71,598.0,2200.0,,,,,,,,,,,,,,,,,
231,6033572.0,WL000774006,Well D,P,VH1,2,3740.39,26.3,2.65,607.0,2200.0,,,,,,,,,,,,,,,,,
312,6033572.0,WL000774006,Well D,P,VH1,2,3740.77,25.0,2.66,427.0,2200.0,,,,,,,,,,,,,,,,,
357,6033572.0,WL000774006,Well D,P,VV1,2,3740.85,25.0,2.66,166.0,2200.0,,,,,,,,,,,,,,,,,
230,6033572.0,WL000774006,Well D,P,VH1,2,3741.09,24.5,2.72,281.0,2200.0,,,,,,,,,,,,,,,,,
311,6033572.0,WL000774006,Well D,P,VH1,2,3741.29,23.9,2.69,279.0,2200.0,,,,,,,,,,,,,,,,,
199,6033572.0,WL000774006,Well D,P,VH1,2,3741.7,26.1,2.7,427.0,2200.0,,,,,,,,,,,,,,,,,
310,6033572.0,WL000774006,Well D,P,VH1,2,3741.93,25.8,2.65,772.0,2200.0,,,,,,,,,,,,,,,,,
229,6033572.0,WL000774006,Well D,P,VH1,2,3742.17,25.3,2.71,673.0,2200.0,,,,,,,,,,,,,,,,,
309,6033572.0,WL000774006,Well D,P,VV1,2,3742.25,25.2,2.66,620.0,2200.0,,,,,,,,,,,,,,,,,
356,6033572.0,WL000774006,Well D,P,VH1,2,3742.87,26.5,2.66,419.0,2200.0,,,,,,,,,,,,,,,,,
228,6033572.0,WL000774006,Well D,P,VH1,2,3743.1,24.8,2.65,513.0,2200.0,,,,,,,,,,,,,,,,,
308,6033572.0,WL000774006,Well D,P,VV1,2,3743.19,26.2,2.7,487.0,2200.0,,,,,,,,,,,,,,,,,
307,6033572.0,WL000774006,Well D,P,VH1,2,3743.43,26.3,2.65,666.0,2200.0,,,,,,,,,,,,,,,,,
256,6033572.0,WL000774006,Well D,P,VH1,2,3743.71,28.2,2.65,549.0,2200.0,,,,,,,,,,,,,,,,,
162,6033572.0,WL000774006,Well D,P,VH1,2,3743.96,25.6,2.65,413.0,2200.0,,,,,,,,,,,,,,,,,
355,6033572.0,WL000774006,Well D,P,VV1,2,3744.05,26.4,2.7,572.0,2200.0,,,,,,,,,,,,,,,,,
198,6033572.0,WL000774006,Well D,P,VH1,2,3744.35,26.1,2.65,650.0,2200.0,,,,,,,,,,,,,,,,,
335,6033572.0,WL000774006,Well D,P,VH1,2,3744.59,27.5,2.65,680.0,2200.0,,,,,,,,,,,,,,,,,
276,6033572.0,WL000774006,Well D,P,VH1,2,3744.9,25.6,2.65,529.0,2200.0,,,,,,,,,,,,,,,,,
255,6033572.0,WL000774006,Well D,P,VV1,2,3744.98,25.4,2.69,436.0,2200.0,,,,,,,,,,,,,,,,,
227,6033572.0,WL000774006,Well D,P,VH1,2,3745.21,25.1,2.65,580.0,2200.0,,,,,,,,,,,,,,,,,
334,6033572.0,WL000774006,Well D,P,VH1,2,3745.8,26.1,2.65,481.0,2200.0,,,,,,,,,,,,,,,,,
226,6033572.0,WL000774006,Well D,P,VV1,2,3745.88,25.1,2.65,687.0,2200.0,,,,,,,,,,,,,,,,,
225,6033572.0,WL000774006,Well D,P,VH1,2,3746.13,24.5,2.65,514.0,2200.0,,,,,,,,,,,,,,,,,
197,6033572.0,WL000774006,Well D,P,VH1,2,3746.44,25.8,2.65,739.0,2200.0,,,,,,,,,,,,,,,,,
196,6033572.0,WL000774006,Well D,P,VH1,2,3746.7,23.0,2.64,560.0,2200.0,,,,,,,,,,,,,,,,,
354,6033572.0,WL000774006,Well D,P,VV1,2,3746.78,24.6,2.69,397.0,2200.0,,,,,,,,,,,,,,,,,
195,6033572.0,WL000774006,Well D,P,VH1,2,3747.1,24.5,2.65,562.0,2200.0,,,,,,,,,,,,,,,,,
161,6033572.0,WL000774006,Well D,P,VH1,3,3753.52,30.1,2.66,347.0,2200.0,,,,,,,,,,,,,,,,,
194,6033572.0,WL000774006,Well D,P,VH1,3,3756.89,27.8,2.71,40.0,2200.0,,,,,,,,,,,,,,,,,
254,6033572.0,WL000774006,Well D,P,VH1,3,3759.33,29.6,2.64,1472.0,2200.0,,,,,,,,,,,,,,,,,
306,6033572.0,WL000774006,Well D,P,VH1,3,3759.49,22.4,2.7,105.0,2200.0,,,,,,,,,,,,,,,,,
193,6033572.0,WL000774006,Well D,P,VH1,3,3760.15,17.0,2.66,73.1,2200.0,,,,,,,,,,,,,,,,,
192,6033572.0,WL000774006,Well D,P,VV1,3,3760.23,17.5,2.7,46.7,2200.0,,,,,,,,,,,,,,,,,
160,6033572.0,WL000774006,Well D,P,VH1,3,3760.57,20.0,2.66,92.5,2200.0,,,,,,,,,,,,,,,,,
305,6033572.0,WL000774006,Well D,P,VH1,3,3762.26,22.6,2.66,428.0,2300.0,,,,,,,,,,,,,,,,,
353,6033572.0,WL000774006,Well D,P,VV1,3,3762.34,21.3,2.66,279.0,2300.0,,,,,,,,,,,,,,,,,
333,6033572.0,WL000774006,Well D,P,VH1,3,3762.85,23.2,2.66,405.0,2300.0,,,,,,,,,,,,,,,,,
304,6033572.0,WL000774006,Well D,P,VH1,3,3763.1,21.4,2.66,313.0,2300.0,,,,,,,,,,,,,,,,,
303,6033572.0,WL000774006,Well D,P,VV1,3,3763.18,22.1,2.7,284.0,2300.0,,,,,,,,,,,,,,,,,
224,6033572.0,WL000774006,Well D,P,VH1,3,3763.56,18.8,2.65,62.8,2300.0,,,,,,,,,,,,,,,,,
159,6033572.0,WL000774006,Well D,P,VH1,3,3763.7,21.0,2.65,77.0,2300.0,,,,,,,,,,,,,,,,,
332,6033572.0,WL000774006,Well D,P,VH1,3,3764.47,25.8,2.63,44.6,2300.0,,,,,,,,,,,,,,,,,
158,6033572.0,WL000774006,Well D,P,VH1,3,3764.87,24.5,2.7,78.1,2300.0,,,,,,,,,,,,,,,,,
352,6033572.0,WL000774006,Well D,P,VV1,3,3764.96,24.3,2.65,59.9,2300.0,,,,,,,,,,,,,,,,,
302,6033572.0,WL000774006,Well D,P,VH1,3,3765.14,22.0,2.65,33.1,2300.0,,,,,,,,,,,,,,,,,
331,6033572.0,WL000774006,Well D,P,VH1,3,3765.86,24.5,2.65,108.0,2200.0,,,,,,,,,,,,,,,,,
275,6033572.0,WL000774006,Well D,P,VH1,3,3766.0,23.1,2.65,91.6,2300.0,,,,,,,,,,,,,,,,,
330,6033572.0,WL000774006,Well D,P,VH1,3,3766.51,25.8,2.71,219.0,2300.0,,,,,,,,,,,,,,,,,
191,6033572.0,WL000774006,Well D,P,VH1,4,3768.54,26.2,2.66,305.0,2300.0,,,,,,,,,,,,,,,,,
157,6033572.0,WL000774006,Well D,P,VH1,4,3769.05,22.9,2.67,216.0,2300.0,,,,,,,,,,,,,,,,,
351,6033572.0,WL000774006,Well D,P,VV1,4,3769.12,21.8,2.67,6.49,2300.0,,,,,,,,,,,,,,,,,
350,6033572.0,WL000774006,Well D,P,VH1,4,3769.4,23.9,2.72,306.0,2300.0,,,,,,,,,,,,,,,,,
329,6033572.0,WL000774006,Well D,P,VH1,4,3769.67,21.7,2.67,138.0,2300.0,,,,,,,,,,,,,,,,,
274,6033572.0,WL000774006,Well D,P,VH1,4,3770.02,20.2,2.67,5.14,2300.0,,,,,,,,,,,,,,,,,
253,6033572.0,WL000774006,Well D,P,VV1,4,3770.1,20.4,2.67,235.0,2300.0,,,,,,,,,,,,,,,,,
252,6033572.0,WL000774006,Well D,P,VH1,4,3770.28,18.8,2.71,5.07,2300.0,,,,,,,,,,,,,,,,,
328,6033572.0,WL000774006,Well D,P,VH1,4,3770.57,18.3,2.67,295.0,2300.0,,,,,,,,,,,,,,,,,
223,6033572.0,WL000774006,Well D,P,VH1,4,3771.2,2.7,2.71,0.072,2300.0,,,,,,,,,,,,,,,,,
156,6033572.0,WL000774006,Well D,P,VH1,4,3771.44,2.0,2.71,0.184,2300.0,,,,,,,,,,,,,,,,,
155,6033572.0,WL000774006,Well D,P,VH1,4,3772.17,2.8,2.75,0.161,2300.0,,,,,,,,,,,,,,,,,
301,6033572.0,WL000774006,Well D,P,VH1,4,3772.75,21.7,2.72,237.0,2300.0,,,,,,,,,,,,,,,,,
273,6033572.0,WL000774006,Well D,P,VH1,4,3772.99,26.8,2.67,1247.0,2300.0,,,,,,,,,,,,,,,,,
327,6033572.0,WL000774006,Well D,P,VH1,4,3773.35,27.6,2.67,1029.0,2300.0,,,,,,,,,,,,,,,,,
349,6033572.0,WL000774006,Well D,P,VH1,4,3773.83,16.2,2.67,120.0,2300.0,,,,,,,,,,,,,,,,,
154,6033572.0,WL000774006,Well D,P,VH1,4,3774.61,26.7,2.72,1811.0,2300.0,,,,,,,,,,,,,,,,,
326,6033572.0,WL000774006,Well D,P,VH1,4,3774.85,26.2,2.67,1039.0,2300.0,,,,,,,,,,,,,,,,,
251,6033572.0,WL000774006,Well D,P,VH1,4,3775.14,25.5,2.65,1160.0,2300.0,,,,,,,,,,,,,,,,,
250,6033572.0,WL000774006,Well D,P,VV1,4,3775.23,25.6,2.7,1572.0,2300.0,,,,,,,,,,,,,,,,,
153,6033572.0,WL000774006,Well D,P,VH1,4,3775.42,25.5,2.62,1013.0,2300.0,,,,,,,,,,,,,,,,,
182,6033572.0,WL000774006,Well D,P,VH1,4,3775.76,26.1,2.67,858.0,2300.0,,,,,,,,,,,,,,,,,
190,6033572.0,WL000774006,Well D,P,VH1,4,3776.04,25.8,2.66,793.0,2300.0,,,,,,,,,,,,,,,,,
272,6033572.0,WL000774006,Well D,P,VV1,4,3776.11,27.0,2.65,1128.0,2300.0,,,,,,,,,,,,,,,,,
249,6033572.0,WL000774006,Well D,P,VH1,4,3776.3,27.3,2.65,1254.0,2300.0,,,,,,,,,,,,,,,,,
181,6033572.0,WL000774006,Well D,P,VH1,4,3776.63,27.0,2.71,1224.0,2300.0,,,,,,,,,,,,,,,,,
300,6033572.0,WL000774006,Well D,P,VH1,4,3776.95,27.0,2.66,1271.0,2300.0,,,,,,,,,,,,,,,,,
271,6033572.0,WL000774006,Well D,P,VV1,4,3777.03,27.3,2.65,990.0,2300.0,,,,,,,,,,,,,,,,,
222,6033572.0,WL000774006,Well D,P,VH1,4,3777.31,25.9,2.71,979.0,2300.0,,,,,,,,,,,,,,,,,
180,6033572.0,WL000774006,Well D,P,VH1,4,3777.49,25.8,2.65,985.0,2300.0,,,,,,,,,,,,,,,,,
221,6033572.0,WL000774006,Well D,P,VH1,4,3777.76,23.2,2.65,1770.0,2300.0,,,,,,,,,,,,,,,,,
299,6033572.0,WL000774006,Well D,P,VV1,4,3777.85,24.2,2.7,1448.0,2300.0,,,,,,,,,,,,,,,,,
348,6033572.0,WL000774006,Well D,P,VH1,4,3778.95,22.7,2.65,1141.0,2300.0,,,,,,,,,,,,,,,,,
270,6033572.0,WL000774006,Well D,P,VH1,4,3779.26,25.1,2.65,973.0,2300.0,,,,,,,,,,,,,,,,,
291,6033572.0,WL000774006,Well D,P,VH1,4,3779.51,24.9,2.71,1062.0,2300.0,,,,,,,,,,,,,,,,,
189,6033572.0,WL000774006,Well D,P,VV1,4,3779.59,24.3,2.65,725.0,2300.0,,,,,,,,,,,,,,,,,
325,6033572.0,WL000774006,Well D,P,VH1,4,3780.13,2.33,2.66,1191.0,2300.0,,,,,,,,,,,,,,,,,
248,6033572.0,WL000774006,Well D,P,VH1,4,3780.33,25.1,2.72,1351.0,2300.0,,,,,,,,,,,,,,,,,
247,6033572.0,WL000774006,Well D,P,VV1,4,3780.41,23.7,2.66,878.0,2300.0,,,,,,,,,,,,,,,,,
347,6033572.0,WL000774006,Well D,P,VH1,4,3780.75,23.6,2.66,801.0,2300.0,,,,,,,,,,,,,,,,,
298,6033572.0,WL000774006,Well D,P,VH1,4,3781.0,23.1,2.42,888.0,2300.0,,,,,,,,,,,,,,,,,
179,6033572.0,WL000774006,Well D,P,VH1,4,3781.35,21.9,2.65,487.0,2300.0,,,,,,,,,,,,,,,,,
246,6033572.0,WL000774006,Well D,P,VV1,4,3781.42,22.2,2.66,860.0,2300.0,,,,,,,,,,,,,,,,,
324,6033572.0,WL000774006,Well D,P,VH1,4,3781.66,23.0,2.71,306.0,2300.0,,,,,,,,,,,,,,,,,
245,6033572.0,WL000774006,Well D,P,VH1,4,3781.91,22.7,2.65,1223.0,2300.0,,,,,,,,,,,,,,,,,
178,6033572.0,WL000774006,Well D,P,VH1,4,3782.13,23.0,2.67,1524.0,2300.0,,,,,,,,,,,,,,,,,
177,6033572.0,WL000774006,Well D,P,VV1,4,3782.2,22.4,2.71,2275.0,2300.0,,,,,,,,,,,,,,,,,
323,6033572.0,WL000774006,Well D,P,VH1,4,3782.6,20.9,2.66,5.31,2300.0,,,,,,,,,,,,,,,,,
176,6033572.0,WL000774006,Well D,P,VH1,4,3782.85,19.4,2.66,218.0,2300.0,,,,,,,,,,,,,,,,,
322,6033572.0,WL000774006,Well D,P,VH1,4,3783.05,19.5,2.71,185.0,2300.0,,,,,,,,,,,,,,,,,
244,6033572.0,WL000774006,Well D,P,VH1,4,3783.45,19.9,2.66,305.0,2300.0,,,,,,,,,,,,,,,,,
321,6033572.0,WL000774006,Well D,P,VH1,4,3783.73,19.3,2.7,449.0,2300.0,,,,,,,,,,,,,,,,,
320,6033572.0,WL000774006,Well D,P,VH1,4,3784.12,24.1,2.78,415.0,2300.0,,,,,,,,,,,,,,,,,
290,6033572.0,WL000774006,Well D,P,VH1,4,3784.21,21.9,2.72,665.0,2300.0,,,,,,,,,,,,,,,,,
243,6033572.0,WL000774006,Well D,P,VH1,4,3784.48,21.4,2.65,777.0,2300.0,,,,,,,,,,,,,,,,,
188,6033572.0,WL000774006,Well D,P,VV1,4,3784.66,22.6,2.7,1081.0,2300.0,,,,,,,,,,,,,,,,,
220,6033572.0,WL000774006,Well D,P,VH1,4,3784.85,23.4,2.65,2173.0,2300.0,,,,,,,,,,,,,,,,,
219,6033572.0,WL000774006,Well D,P,VH1,5,3785.22,21.7,2.71,890.0,2300.0,,,,,,,,,,,,,,,,,
218,6033572.0,WL000774006,Well D,P,VH1,5,3785.55,21.6,2.66,370.0,2300.0,,,,,,,,,,,,,,,,,
217,6033572.0,WL000774006,Well D,P,VV1,5,3785.58,20.8,2.7,275.0,2300.0,,,,,,,,,,,,,,,,,
242,6033572.0,WL000774006,Well D,P,VH1,5,3785.9,21.7,2.65,301.0,2300.0,,,,,,,,,,,,,,,,,
319,6033572.0,WL000774006,Well D,P,VH1,5,3786.18,24.1,2.72,591.0,2300.0,,,,,,,,,,,,,,,,,
175,6033572.0,WL000774006,Well D,P,VH1,5,3786.26,23.2,2.66,636.0,2300.0,,,,,,,,,,,,,,,,,
269,6033572.0,WL000774006,Well D,P,VV1,5,3786.35,23.9,2.7,696.0,2300.0,,,,,,,,,,,,,,,,,
216,6033572.0,WL000774006,Well D,P,VH1,5,3786.82,22.4,2.66,474.0,2300.0,,,,,,,,,,,,,,,,,
187,6033572.0,WL000774006,Well D,P,VH1,5,3787.12,23.3,2.71,608.0,2300.0,,,,,,,,,,,,,,,,,
215,6033572.0,WL000774006,Well D,P,VH1,5,3787.32,22.8,2.66,758.0,2300.0,,,,,,,,,,,,,,,,,
268,6033572.0,WL000774006,Well D,P,VV1,5,3787.41,22.9,2.7,644.0,2300.0,,,,,,,,,,,,,,,,,
214,6033572.0,WL000774006,Well D,P,VH1,5,3787.95,22.3,2.65,407.0,2300.0,,,,,,,,,,,,,,,,,
267,6033572.0,WL000774006,Well D,P,VH1,5,3788.16,23.2,2.66,546.0,2300.0,,,,,,,,,,,,,,,,,
213,6033572.0,WL000774006,Well D,P,VV1,5,3788.23,22.7,2.65,467.0,2300.0,,,,,,,,,,,,,,,,,
289,6033572.0,WL000774006,Well D,P,VH1,5,3788.63,22.0,2.65,5.08,2300.0,,,,,,,,,,,,,,,,,
346,6033572.0,WL000774006,Well D,P,VH1,5,3788.82,23.2,2.71,764.0,2300.0,,,,,,,,,,,,,,,,,
288,6033572.0,WL000774006,Well D,P,VH1,5,3788.95,23.1,2.66,695.0,2300.0,,,,,,,,,,,,,,,,,
186,6033572.0,WL000774006,Well D,P,VV1,5,3789.08,23.0,2.71,681.0,2300.0,,,,,,,,,,,,,,,,,
287,6033572.0,WL000774006,Well D,P,VH1,5,3789.49,22.4,2.66,480.0,2300.0,,,,,,,,,,,,,,,,,
286,6033572.0,WL000774006,Well D,P,VH1,5,3789.79,21.7,2.66,548.0,2300.0,,,,,,,,,,,,,,,,,
185,6033572.0,WL000774006,Well D,P,VH1,5,3790.44,21.5,2.74,256.0,2300.0,,,,,,,,,,,,,,,,,
318,6033572.0,WL000774006,Well D,P,VH1,5,3791.12,19.5,2.68,93.4,2300.0,,,,,,,,,,,,,,,,,
266,6033572.0,WL000774006,Well D,P,VH1,5,3791.34,23.5,2.69,443.0,2300.0,,,,,,,,,,,,,,,,,
285,6033572.0,WL000774006,Well D,P,VH1,5,3791.57,21.9,2.72,671.0,2300.0,,,,,,,,,,,,,,,,,
184,6033572.0,WL000774006,Well D,P,VV1,5,3791.65,21.2,2.42,564.0,2300.0,,,,,,,,,,,,,,,,,
212,6033572.0,WL000774006,Well D,P,VH1,5,3792.19,25.4,2.68,817.0,2300.0,,,,,,,,,,,,,,,,,
284,6033572.0,WL000774006,Well D,P,VH1,5,3792.45,22.8,2.73,786.0,2300.0,,,,,,,,,,,,,,,,,
211,6033572.0,WL000774006,Well D,P,VV1,5,3792.52,24.3,2.68,590.0,2300.0,,,,,,,,,,,,,,,,,
283,6033572.0,WL000774006,Well D,P,VH1,5,3792.87,21.0,2.68,816.0,2300.0,,,,,,,,,,,,,,,,,
210,6033572.0,WL000774006,Well D,P,VH1,5,3793.12,22.2,2.73,743.0,2300.0,,,,,,,,,,,,,,,,,
174,6033572.0,WL000774006,Well D,P,VH1,5,3793.32,23.5,2.68,530.0,2300.0,,,,,,,,,,,,,,,,,
345,6033572.0,WL000774006,Well D,P,VV1,5,3793.4,23.8,2.74,583.0,2300.0,,,,,,,,,,,,,,,,,
282,6033572.0,WL000774006,Well D,P,VH1,5,3793.74,15.9,2.72,66.9,2300.0,,,,,,,,,,,,,,,,,
173,6033572.0,WL000774006,Well D,P,VH1,5,3795.63,23.8,2.68,452.0,2300.0,,,,,,,,,,,,,,,,,
183,6033572.0,WL000774006,Well D,P,VH1,5,3795.83,23.2,2.67,670.0,2300.0,,,,,,,,,,,,,,,,,
375,6033573.0,WL000774006,Well D,Plug,VH1,5,3796.06,23.7,2.67,136.0,2300.0,,,,,,,,,,,,,,,,,
377,6033573.0,WL000774006,Well D,Plug,VH1,5,3796.52,23.3,2.66,920.0,2300.0,,,,,,,,,,,,,,,,,
378,6033573.0,WL000774006,Well D,Plug,VH1,5,3797.51,22.1,2.66,510.0,2300.0,,,,,,,,,,,,,,,,,
379,6033573.0,WL000774006,Well D,Plug,VH1,5,3797.91,22.4,2.66,434.0,2300.0,,,,,,,,,,,,,,,,,
380,6033573.0,WL000774006,Well D,Plug,VH1,5,3798.29,22.4,2.66,723.0,2300.0,,,,,,,,,,,,,,,,,
381,6033573.0,WL000774006,Well D,Plug,VH1,5,3798.53,23.1,2.67,688.0,2300.0,,,,,,,,,,,,,,,,,
382,6033573.0,WL000774006,Well D,Plug,VH1,5,3798.95,22.9,2.65,627.0,2300.0,,,,,,,,,,,,,,,,,
383,6033573.0,WL000774006,Well D,Plug,VH1,5,3799.56,29.4,2.66,585.0,2300.0,,,,,,,,,,,,,,,,,
384,6033573.0,WL000774006,Well D,Plug,VV1,5,3799.64,26.8,2.65,513.0,2300.0,,,,,,,,,,,,,,,,,
385,6033573.0,WL000774006,Well D,Plug,VH1,5,3799.92,25.0,2.65,642.0,2300.0,,,,,,,,,,,,,,,,,
386,6033573.0,WL000774006,Well D,Plug,VH1,5,3800.0,24.2,2.71,198.0,2300.0,,,,,,,,,,,,,,,,,
387,6033573.0,WL000774006,Well D,Plug,VH1,5,3800.43,27.7,2.72,598.0,2300.0,,,,,,,,,,,,,,,,,
388,6033573.0,WL000774006,Well D,Plug,VV1,5,3800.5,27.3,2.67,721.0,2300.0,,,,,,,,,,,,,,,,,
389,6033573.0,WL000774006,Well D,Plug,VH1,5,3800.8,23.5,2.67,319.0,2300.0,,,,,,,,,,,,,,,,,
390,6033573.0,WL000774006,Well D,Plug,VH1,5,3800.98,22.5,2.66,738.0,2300.0,,,,,,,,,,,,,,,,,
391,6033573.0,WL000774006,Well D,Plug,VH1,5,3801.29,23.1,2.73,622.0,2300.0,,,,,,,,,,,,,,,,,
392,6033573.0,WL000774006,Well D,Plug,VV1,5,3801.36,22.7,2.71,669.0,2300.0,,,,,,,,,,,,,,,,,
393,6033573.0,WL000774006,Well D,Plug,VH1,5,3801.62,23.3,2.73,361.0,2300.0,,,,,,,,,,,,,,,,,
394,6033573.0,WL000774006,Well D,Plug,VH1,5,3801.91,24.8,2.71,477.0,2300.0,,,,,,,,,,,,,,,,,
395,6033573.0,WL000774006,Well D,Plug,VH1,5,3802.36,22.0,2.66,223.0,2300.0,,,,,,,,,,,,,,,,,
396,6033573.0,WL000774006,Well D,Plug,VH1,5,3802.49,21.3,2.65,341.0,2300.0,,,,,,,,,,,,,,,,,
397,6033573.0,WL000774006,Well D,Plug,VV1,6,3803.2,22.9,2.66,527.0,2300.0,,,,,,,,,,,,,,,,,
398,6033573.0,WL000774006,Well D,Plug,VH1,6,3803.55,23.8,2.72,345.0,2300.0,,,,,,,,,,,,,,,,,
399,6033573.0,WL000774006,Well D,Plug,VV1,6,3803.63,23.8,2.72,225.0,2300.0,,,,,,,,,,,,,,,,,
400,6033573.0,WL000774006,Well D,Plug,VH1,6,3803.95,23.7,2.65,334.0,2300.0,,,,,,,,,,,,,,,,,
401,6033573.0,WL000774006,Well D,Plug,VH1,6,3804.05,24.1,2.65,369.0,2300.0,,,,,,,,,,,,,,,,,
402,6033573.0,WL000774006,Well D,Plug,VH1,6,3804.45,26.5,2.65,416.0,2300.0,,,,,,,,,,,,,,,,,
403,6033573.0,WL000774006,Well D,Plug,VV1,6,3804.53,25.6,2.65,283.0,2300.0,,,,,,,,,,,,,,,,,
404,6033573.0,WL000774006,Well D,Plug,VH1,6,3805.04,26.8,2.65,267.0,2300.0,,,,,,,,,,,,,,,,,
405,6033573.0,WL000774006,Well D,Plug,VH1,6,3805.43,23.1,2.65,144.0,2300.0,,,,,,,,,,,,,,,,,
406,6033573.0,WL000774006,Well D,Plug,VV1,6,3806.29,23.9,2.66,291.0,2300.0,,,,,,,,,,,,,,,,,
407,6033573.0,WL000774006,Well D,Plug,VH1,6,3806.64,24.1,2.65,195.0,2300.0,,,,,,,,,,,,,,,,,
408,6033573.0,WL000774006,Well D,Plug,VH1,6,3806.83,24.2,2.68,137.0,2300.0,,,,,,,,,,,,,,,,,
